user_id,event_id,decision
10159,30000,interested_in
10159,30028,interested_in
10159,30022,interested_in
10159,30005,interested_in
10160,30048,interested_in
10160,30059,interested_in
10160,30047,interested_in
10161,30092,going
10161,30000,interested_in
10161,30015,interested_in
10161,30023,interested_in
10162,30018,interested_in
10162,30096,interested_in
10162,30026,interested_in
10162,30017,interested_in
10163,30022,interested_in
10163,30034,going
10163,30097,interested_in
10163,30028,interested_in
10164,30077,interested_in
10164,30059,interested_in
10164,30034,interested_in
10165,30064,interested_in
10165,30041,interested_in
10165,30055,interested_in
10166,30029,interested_in
10167,30081,interested_in
10168,30071,interested_in
10168,30056,interested_in
10169,30091,interested_in
10169,30042,interested_in
10170,30065,interested_in
10170,30080,going
10170,30048,interested_in
10171,30025,interested_in
10171,30034,interested_in
10171,30035,interested_in
10172,30038,interested_in
10172,30030,interested_in
10173,30045,going
10173,30084,interested_in
10174,30070,interested_in
10175,30015,interested_in
10175,30056,interested_in
10175,30025,interested_in
10175,30083,interested_in
10176,30047,interested_in
10176,30000,going
10176,30031,interested_in
10176,30023,interested_in
10177,30033,going
10177,30070,going
10178,30076,interested_in
10178,30063,interested_in
10178,30055,interested_in
10178,30014,interested_in
10179,30075,interested_in
10179,30021,interested_in
10179,30016,interested_in
10180,30059,interested_in
10180,30068,interested_in
10180,30007,interested_in
10181,30060,interested_in
10181,30088,interested_in
10182,30044,interested_in
10183,30065,interested_in
10183,30058,interested_in
10184,30080,interested_in
10184,30033,interested_in
10184,30040,interested_in
10185,30063,interested_in
10185,30025,interested_in
10186,30033,going
10187,30028,interested_in
10188,30024,interested_in
10188,30068,interested_in
10189,30033,going
10189,30082,interested_in
10190,30055,interested_in
10190,30072,interested_in
10191,30092,going
10191,30053,interested_in
10191,30086,interested_in
10192,30052,interested_in
10193,30069,interested_in
10193,30036,interested_in
10193,30023,interested_in
10194,30027,interested_in
10194,30001,interested_in
10194,30072,interested_in
10195,30084,interested_in
10196,30079,interested_in
10196,30062,interested_in
10196,30086,interested_in
10197,30002,interested_in
10198,30060,interested_in
10199,30002,interested_in
10199,30000,interested_in
10200,30015,interested_in
10200,30096,interested_in
10200,30014,interested_in
10200,30043,interested_in
10201,30078,interested_in
10202,30051,going
10203,30038,interested_in
10203,30028,interested_in
10203,30096,interested_in
10204,30018,interested_in
10205,30037,interested_in
10206,30027,interested_in
10206,30073,interested_in
10206,30041,interested_in
10206,30017,interested_in
10207,30067,interested_in
10207,30021,interested_in
10207,30033,interested_in
10208,30049,going
10208,30082,going
10208,30068,interested_in
10208,30047,going
10209,30052,interested_in
10209,30013,interested_in
10209,30097,interested_in
10210,30071,interested_in
10210,30017,interested_in
10210,30024,interested_in
10211,30002,interested_in
10211,30035,interested_in
10212,30065,interested_in
10212,30077,interested_in
10212,30083,interested_in
10213,30030,interested_in
10213,30004,interested_in
10213,30014,interested_in
10214,30039,going
10214,30084,interested_in
10214,30040,interested_in
10214,30061,interested_in
10215,30050,interested_in
10216,30000,interested_in
10216,30029,interested_in
10217,30069,interested_in
10217,30013,interested_in
10218,30017,interested_in
10218,30040,interested_in
10218,30086,interested_in
10219,30080,interested_in
10220,30064,going
10221,30064,interested_in
10221,30068,interested_in
10221,30010,interested_in
10221,30095,interested_in
10222,30049,interested_in
10222,30060,interested_in
10222,30033,interested_in
10222,30045,interested_in
10223,30035,interested_in
10223,30081,interested_in
10223,30011,interested_in
10224,30029,interested_in
10224,30067,interested_in
10225,30042,interested_in
10225,30015,interested_in
10225,30082,interested_in
10225,30019,interested_in
10226,30046,interested_in
10226,30088,interested_in
10227,30026,interested_in
10227,30047,interested_in
10227,30057,interested_in
10228,30093,going
10228,30084,interested_in
10228,30093,going
10229,30084,interested_in
10230,30051,interested_in
10230,30061,interested_in
10230,30014,going
10230,30072,interested_in
10231,30098,interested_in
10231,30027,interested_in
10231,30035,interested_in
10231,30022,interested_in
10232,30014,interested_in
10232,30084,interested_in
10232,30083,interested_in
10232,30035,interested_in
10233,30015,interested_in
10233,30013,going
10233,30021,interested_in
10234,30070,interested_in
10234,30059,interested_in
10235,30072,interested_in
10235,30003,interested_in
10235,30071,interested_in
10235,30024,interested_in
10236,30047,interested_in
10237,30060,interested_in
10237,30034,interested_in
10237,30072,interested_in
10238,30007,interested_in
10238,30065,interested_in
10238,30055,interested_in
10238,30068,interested_in
10239,30056,interested_in
10239,30097,interested_in
10240,30085,interested_in
10240,30066,interested_in
10240,30013,interested_in
10240,30081,interested_in
10241,30014,interested_in
10241,30081,interested_in
10241,30052,interested_in
10242,30080,interested_in
10242,30080,interested_in
10242,30063,interested_in
10243,30025,interested_in
10243,30035,interested_in
10243,30000,interested_in
10244,30017,interested_in
10244,30086,interested_in
10244,30010,interested_in
10244,30095,going
10245,30031,interested_in
10245,30069,interested_in
10245,30087,interested_in
10246,30052,interested_in
10246,30081,interested_in
10247,30020,interested_in
10247,30016,interested_in
10248,30027,going
10248,30077,interested_in
10248,30030,interested_in
10249,30081,interested_in
10250,30079,interested_in
10250,30063,interested_in
10251,30062,interested_in
10252,30002,interested_in
10253,30013,interested_in
10253,30001,interested_in
10254,30073,going
10254,30064,interested_in
10255,30051,interested_in
10255,30056,interested_in
10255,30087,interested_in
10256,30008,interested_in
10256,30035,interested_in
10256,30080,interested_in
10256,30005,interested_in
10257,30014,interested_in
10257,30062,interested_in
10258,30013,interested_in
10258,30013,interested_in
10259,30034,interested_in
10259,30035,going
10260,30021,interested_in
10261,30086,interested_in
10261,30027,interested_in
10261,30095,interested_in
10261,30004,interested_in
10262,30063,interested_in
10263,30011,interested_in
10263,30050,interested_in
10263,30045,interested_in
10263,30005,interested_in
10264,30087,interested_in
10264,30049,interested_in
10264,30024,interested_in
10264,30013,interested_in
10265,30060,interested_in
10266,30087,interested_in
10266,30065,interested_in
10266,30044,interested_in
10266,30095,interested_in
10267,30031,interested_in
10267,30086,interested_in
10267,30099,going
10268,30063,interested_in
10269,30049,interested_in
10269,30075,interested_in
10270,30075,interested_in
10270,30003,interested_in
10271,30076,interested_in
10271,30099,interested_in
10271,30059,interested_in
10272,30063,interested_in
10272,30038,interested_in
10273,30049,interested_in
10273,30096,interested_in
10273,30057,interested_in
10273,30028,interested_in
10274,30088,interested_in
10274,30072,interested_in
10274,30029,interested_in
10274,30035,interested_in
10275,30084,interested_in
10275,30015,interested_in
10275,30032,interested_in
10275,30075,interested_in
10276,30089,interested_in
10276,30035,interested_in
10276,30027,interested_in
10276,30098,interested_in
10277,30058,interested_in
10277,30093,interested_in
10278,30025,interested_in
10279,30084,interested_in
10280,30099,interested_in
10280,30071,interested_in
10280,30061,interested_in
10281,30090,going
10281,30079,interested_in
10281,30043,interested_in
10282,30059,interested_in
10282,30040,interested_in
10282,30090,interested_in
10282,30027,interested_in
10283,30092,interested_in
10283,30014,interested_in
10283,30073,interested_in
10284,30045,interested_in
10284,30042,interested_in
10285,30079,interested_in
10285,30088,interested_in
10285,30019,going
10286,30020,interested_in
10286,30020,interested_in
10287,30034,interested_in
10287,30021,interested_in
10288,30055,interested_in
10288,30027,interested_in
10289,30050,interested_in
10289,30047,interested_in
10289,30002,interested_in
10289,30035,interested_in
10290,30028,interested_in
10290,30030,interested_in
10291,30016,interested_in
10291,30019,interested_in
10291,30038,interested_in
10291,30024,interested_in
10292,30012,interested_in
10292,30094,interested_in
10293,30037,interested_in
10293,30077,interested_in
10293,30021,interested_in
10294,30092,interested_in
10294,30011,going
10295,30078,interested_in
10295,30047,going
10296,30029,interested_in
10297,30003,interested_in
10297,30060,interested_in
10298,30054,interested_in
10298,30046,interested_in
10299,30099,interested_in
10299,30001,interested_in
10299,30031,interested_in
10300,30022,interested_in
10300,30071,interested_in
10301,30099,interested_in
10301,30050,interested_in
10302,30033,interested_in
10302,30072,interested_in
10303,30031,interested_in
10303,30042,interested_in
10303,30059,interested_in
10304,30081,interested_in
10304,30094,interested_in
10305,30008,interested_in
10305,30056,going
10305,30072,interested_in
10305,30024,interested_in
10306,30010,going
10306,30071,interested_in
10306,30064,interested_in
10307,30011,interested_in
10307,30027,interested_in
10307,30092,interested_in
10307,30014,interested_in
10308,30049,interested_in
10308,30055,interested_in
10308,30004,interested_in
10309,30095,interested_in
10310,30049,interested_in
10310,30012,interested_in
10310,30001,interested_in
10311,30092,interested_in
10311,30045,interested_in
10311,30049,interested_in
10311,30028,interested_in
10312,30002,interested_in
10313,30049,interested_in
10313,30032,interested_in
10314,30093,going
10314,30028,interested_in
10314,30030,interested_in
10314,30093,interested_in
10315,30063,going
10316,30075,going
10316,30014,interested_in
10316,30067,interested_in
10317,30041,interested_in
10317,30054,interested_in
10317,30025,interested_in
10318,30012,going
10318,30072,interested_in
10318,30019,interested_in
10318,30043,interested_in
10319,30020,interested_in
10319,30066,interested_in
10320,30009,interested_in
10321,30062,interested_in
10322,30082,interested_in
10322,30036,interested_in
10322,30049,interested_in
10322,30001,going
10323,30091,going
10323,30070,interested_in
10323,30057,interested_in
10324,30020,interested_in
10324,30003,interested_in
10324,30008,interested_in
10325,30000,interested_in
10325,30064,interested_in
10325,30058,interested_in
10325,30005,interested_in
10326,30083,interested_in
10326,30010,interested_in
10326,30050,interested_in
10327,30084,interested_in
10327,30096,interested_in
10327,30058,interested_in
10327,30026,interested_in
10328,30097,interested_in
10328,30072,interested_in
10328,30076,interested_in
10329,30057,interested_in
10330,30099,going
10330,30009,interested_in
10331,30044,interested_in
10331,30026,interested_in
10331,30094,interested_in
10332,30020,interested_in
10332,30004,interested_in
10332,30016,interested_in
10332,30029,interested_in
10333,30041,going
10333,30005,interested_in
10333,30082,interested_in
10334,30002,interested_in
10334,30064,interested_in
10335,30084,interested_in
10336,30068,interested_in
10336,30036,interested_in
10337,30075,interested_in
10338,30053,interested_in
10338,30082,interested_in
10339,30010,interested_in
10339,30022,interested_in
10339,30011,interested_in
10340,30066,interested_in
10340,30082,interested_in
10341,30051,going
10341,30008,interested_in
10342,30070,interested_in
10342,30064,interested_in
10342,30033,interested_in
10342,30070,interested_in
10343,30094,interested_in
10343,30060,interested_in
10344,30060,interested_in
10345,30028,going
10345,30085,interested_in
10345,30068,interested_in
10345,30012,interested_in
10346,30029,interested_in
10346,30023,interested_in
10347,30044,interested_in
10347,30040,interested_in
10347,30058,interested_in
10348,30011,interested_in
10348,30036,interested_in
10348,30049,going
10349,30028,interested_in
10349,30027,interested_in
10349,30050,interested_in
10349,30074,interested_in
10350,30022,interested_in
10351,30095,interested_in
10351,30079,interested_in
10352,30097,going
10352,30055,going
10353,30060,interested_in
10353,30082,interested_in
10353,30072,interested_in
10353,30096,interested_in
10354,30037,interested_in
10355,30006,going
10355,30044,interested_in
10355,30019,interested_in
10356,30087,interested_in
10356,30067,interested_in
10357,30026,going
10357,30043,interested_in
10357,30030,interested_in
10357,30099,interested_in
10358,30036,interested_in
10358,30069,interested_in
10358,30097,interested_in
10358,30009,interested_in
10359,30096,interested_in
10359,30034,interested_in
10359,30085,interested_in
10359,30043,interested_in
10360,30029,interested_in
10360,30020,interested_in
10360,30011,going
10360,30023,interested_in
10361,30012,interested_in
10362,30076,interested_in
10362,30089,interested_in
10363,30039,going
10364,30080,interested_in
10364,30011,going
10364,30094,interested_in
10365,30015,interested_in
10365,30052,interested_in
10366,30099,interested_in
10366,30041,interested_in
10366,30033,interested_in
10367,30039,interested_in
10367,30023,interested_in
10367,30033,interested_in
10368,30004,interested_in
10368,30055,going
10369,30001,interested_in
10370,30067,interested_in
10370,30071,interested_in
10371,30006,interested_in
10371,30000,interested_in
10372,30084,interested_in
10373,30042,interested_in
10373,30092,interested_in
10373,30087,interested_in
10374,30057,interested_in
10374,30048,interested_in
10374,30032,interested_in
10375,30099,interested_in
10375,30094,interested_in
10375,30044,interested_in
10375,30099,interested_in
10376,30045,interested_in
10376,30051,interested_in
10376,30072,interested_in
10376,30011,interested_in
10377,30084,interested_in
10377,30069,interested_in
10377,30011,interested_in
10377,30062,interested_in
10378,30063,going
10379,30032,interested_in
10379,30075,interested_in
10379,30031,interested_in
10380,30044,interested_in
10380,30074,interested_in
10380,30082,interested_in
10380,30008,interested_in
10381,30088,interested_in
10381,30020,interested_in
10381,30010,interested_in
10381,30017,interested_in
10382,30034,interested_in
10382,30046,interested_in
10383,30047,interested_in
10383,30063,interested_in
10383,30031,interested_in
10383,30098,interested_in
10384,30026,interested_in
10385,30026,interested_in
10385,30031,interested_in
10385,30022,interested_in
10386,30018,interested_in
10386,30038,interested_in
10386,30031,interested_in
10387,30038,interested_in
10388,30015,going
10388,30055,interested_in
10389,30019,interested_in
10389,30070,interested_in
10389,30014,interested_in
10390,30042,interested_in
10390,30038,interested_in
10391,30013,going
10392,30014,interested_in
10392,30021,interested_in
10392,30021,interested_in
10392,30034,interested_in
10393,30058,interested_in
10393,30089,interested_in
10393,30080,interested_in
10393,30044,interested_in
10394,30060,interested_in
10394,30090,interested_in
10394,30048,interested_in
10395,30015,interested_in
10396,30027,interested_in
10396,30004,interested_in
10396,30038,interested_in
10396,30017,interested_in
10397,30035,interested_in
10397,30056,interested_in
10397,30058,interested_in
10397,30090,interested_in
10398,30002,interested_in
10398,30079,interested_in
10398,30072,interested_in
10399,30015,interested_in
10399,30037,interested_in
10399,30052,interested_in
10400,30056,interested_in
10401,30012,interested_in
10401,30053,interested_in
10402,30051,interested_in
10402,30083,interested_in
10402,30044,interested_in
10403,30066,going
10404,30065,interested_in
10404,30086,interested_in
10405,30032,going
10405,30087,interested_in
10406,30078,interested_in
10406,30005,interested_in
10406,30016,interested_in
10406,30058,interested_in
10407,30008,interested_in
10407,30020,interested_in
10407,30012,interested_in
10408,30093,interested_in
10408,30028,interested_in
10409,30057,interested_in
10409,30088,interested_in
10409,30038,interested_in
10410,30041,interested_in
10410,30076,interested_in
10411,30097,interested_in
10411,30066,interested_in
10412,30096,interested_in
10413,30008,interested_in
10414,30086,interested_in
10414,30032,interested_in
10414,30013,interested_in
10415,30087,interested_in
10415,30051,interested_in
10415,30021,interested_in
10415,30038,interested_in
10416,30097,interested_in
10416,30063,interested_in
10417,30040,interested_in
10417,30047,interested_in
10417,30098,interested_in
10417,30012,interested_in
10418,30024,interested_in
10418,30059,interested_in
10418,30024,interested_in
10418,30011,interested_in
10419,30073,interested_in
10419,30004,interested_in
10419,30047,interested_in
10420,30012,interested_in
10420,30050,interested_in
10420,30001,going
10420,30027,interested_in
10421,30064,interested_in
10421,30045,interested_in
10421,30024,interested_in
10421,30050,interested_in
10422,30086,interested_in
10422,30094,interested_in
10422,30032,interested_in
10423,30017,interested_in
10423,30044,interested_in
10423,30054,interested_in
10423,30098,interested_in
10424,30008,interested_in
10424,30090,interested_in
10424,30037,interested_in
10425,30035,interested_in
10425,30018,interested_in
10426,30006,going
10426,30063,interested_in
10426,30090,interested_in
10427,30072,going
10428,30070,interested_in
10428,30046,interested_in
10428,30049,interested_in
10429,30017,interested_in
10429,30059,interested_in
10429,30052,interested_in
10430,30039,interested_in
10430,30085,interested_in
10430,30081,interested_in
10431,30089,going
10432,30081,interested_in
10432,30057,interested_in
10432,30079,going
10433,30033,interested_in
10433,30010,interested_in
10434,30066,going
10434,30049,going
10434,30018,interested_in
10434,30018,interested_in
10435,30006,interested_in
10435,30061,interested_in
10435,30044,interested_in
10435,30028,interested_in
10436,30013,interested_in
10436,30010,interested_in
10437,30032,interested_in
10437,30057,interested_in
10438,30006,interested_in
10439,30040,interested_in
10440,30091,interested_in
10440,30001,going
10440,30009,interested_in
10440,30038,interested_in
10441,30063,interested_in
10442,30068,interested_in
10442,30014,interested_in
10442,30037,interested_in
10442,30067,interested_in
10443,30089,interested_in
10443,30096,interested_in
10443,30026,interested_in
10443,30040,interested_in
10444,30078,going
10444,30033,interested_in
10444,30000,interested_in
10445,30038,going
10446,30022,interested_in
10447,30079,interested_in
10447,30081,going
10447,30051,interested_in
10448,30073,interested_in
10448,30006,going
10448,30096,going
10448,30012,interested_in
10449,30045,interested_in
10450,30021,interested_in
10450,30054,interested_in
10451,30075,interested_in
10451,30093,interested_in
10452,30081,interested_in
10452,30050,interested_in
10452,30088,interested_in
10453,30039,interested_in
10453,30027,interested_in
10454,30065,going
10454,30035,interested_in
10455,30000,going
10456,30072,going
10456,30057,going
10456,30061,interested_in
10456,30037,interested_in
10457,30078,interested_in
10457,30051,interested_in
10457,30054,interested_in
10457,30052,interested_in
10458,30021,going
10458,30059,interested_in
10458,30015,interested_in
10459,30040,interested_in
10459,30037,interested_in
10459,30074,going
10460,30050,interested_in
10460,30007,interested_in
10460,30062,interested_in
10460,30054,interested_in
10461,30032,interested_in
10462,30002,interested_in
10463,30080,interested_in
10463,30063,interested_in
10463,30005,interested_in
10464,30032,interested_in
10464,30082,interested_in
10464,30094,interested_in
10464,30092,interested_in
10465,30091,interested_in
10465,30086,interested_in
10465,30054,going
10466,30053,interested_in
10467,30005,going
10467,30057,interested_in
10467,30033,interested_in
10467,30018,interested_in
10468,30037,interested_in
10469,30028,interested_in
10470,30099,interested_in
10470,30077,interested_in
10470,30024,going
10471,30098,interested_in
10471,30013,interested_in
10471,30093,going
10472,30064,interested_in
10472,30061,interested_in
10472,30066,interested_in
10473,30046,interested_in
10473,30028,interested_in
10473,30070,interested_in
10473,30017,interested_in
10474,30002,interested_in
10474,30041,interested_in
10474,30075,interested_in
10474,30028,interested_in
10475,30017,interested_in
10476,30004,interested_in
10477,30090,interested_in
10477,30094,interested_in
10478,30090,going
10478,30015,interested_in
10478,30006,interested_in
10478,30024,interested_in
10479,30049,interested_in
10480,30021,going
10480,30016,interested_in
10481,30080,interested_in
10481,30072,going
10481,30068,interested_in
10482,30054,interested_in
10483,30017,interested_in
10483,30041,interested_in
10483,30083,interested_in
10484,30080,interested_in
10484,30041,interested_in
10484,30090,interested_in
10484,30012,interested_in
10485,30047,interested_in
10485,30002,interested_in
10486,30086,interested_in
10486,30032,interested_in
10487,30074,interested_in
10487,30055,interested_in
10488,30065,interested_in
10488,30019,interested_in
10489,30041,interested_in
10490,30080,interested_in
10490,30053,interested_in
10491,30060,interested_in
10492,30009,interested_in
10493,30027,interested_in
10493,30070,going
10493,30019,interested_in
10494,30050,interested_in
10494,30013,interested_in
10494,30041,interested_in
10494,30029,interested_in
10495,30016,interested_in
10496,30048,interested_in
10496,30051,interested_in
10497,30071,interested_in
10497,30002,interested_in
10497,30080,interested_in
10498,30041,interested_in
10498,30060,interested_in
10498,30085,interested_in
10498,30026,going
10499,30056,interested_in
10500,30021,interested_in
10500,30015,interested_in
10500,30037,interested_in
10501,30012,interested_in
10501,30052,interested_in
10501,30042,interested_in
10501,30076,interested_in
10502,30097,interested_in
10502,30045,interested_in
10503,30067,interested_in
10504,30040,going
10504,30067,interested_in
10505,30080,interested_in
10505,30038,interested_in
10506,30085,going
10506,30032,interested_in
10507,30066,interested_in
10507,30004,interested_in
10508,30014,interested_in
10509,30048,interested_in
10509,30096,interested_in
10509,30057,going
10510,30006,interested_in
10510,30083,interested_in
10511,30082,interested_in
10511,30050,interested_in
10511,30052,going
10511,30097,going
10512,30008,interested_in
10512,30060,interested_in
10512,30050,interested_in
10513,30068,interested_in
10513,30065,interested_in
10514,30093,interested_in
10514,30081,interested_in
10514,30017,interested_in
10514,30069,interested_in
10515,30015,interested_in
10516,30024,interested_in
10516,30056,interested_in
10516,30095,interested_in
10516,30072,interested_in
10517,30093,interested_in
10517,30006,interested_in
10517,30031,interested_in
10517,30039,interested_in
