user_id,user_name,user_cause_id,user_cause,user_city_id,user_city,user_lat,user_lon,user_state,user_zip
10065,user_65,6,LGBT,111,South San Francisco,37.650002,-122.43,CA,94080
10066,user_66,17,Employment,103,New York Mills,43.099998,-75.290001,NY,13417
10067,user_67,2,Career & Business,115,Gainesville,29.65,82.32,FL,32608
10068,user_68,20,People with Disabilities,115,Gainesville,29.65,82.32,FL,32608
10069,user_69,3,Community & Environment,105,New York Mills,46.689999,-95.349998,MN,56567
10070,user_70,18,Legal and Tax assistance,105,New York Mills,46.689999,-95.349998,MN,56567
10071,user_71,9,Sports & Recreation,109,Chicago Ridge,41.700001,-87.779999,IL,60415
10072,user_72,7,Health & Wellbeing,104,East Chicago,41.639999,-87.459999,IN,46312
10073,user_73,12,Substance Misuse,112,San Francisco,37.779999,-122.419998,CA,94101
10074,user_74,4,Family wellness,115,Gainesville,29.65,82.32,FL,32608
10075,user_75,15,Housing and Homeless,103,New York Mills,43.099998,-75.290001,NY,13417
10076,user_76,15,Housing and Homeless,101,West New York,40.790001,-74.010002,NJ,7093
10077,user_77,10,Technical education,112,San Francisco,37.779999,-122.419998,CA,94101
10078,user_78,9,Sports & Recreation,112,San Francisco,37.779999,-122.419998,CA,94101
10079,user_79,5,Education & Learning,103,New York Mills,43.099998,-75.290001,NY,13417
10080,user_80,6,LGBT,106,North Chicago,42.330002,-87.860001,IL,60064
10081,user_81,13,Veterans and Military,102,New York,40.75,-73.989998,NY,10001
10082,user_82,15,Housing and Homeless,115,Gainesville,29.65,82.32,FL,32608
10083,user_83,11,Children and Family,112,San Francisco,37.779999,-122.419998,CA,94101
10084,user_84,9,Sports & Recreation,112,San Francisco,37.779999,-122.419998,CA,94101
10085,user_85,5,Education & Learning,108,Chicago Heights,41.509998,-87.610001,IL,60411
10086,user_86,11,Children and Family,101,West New York,40.790001,-74.010002,NJ,7093
10087,user_87,19,Senior citizens,107,West Chicago,41.889999,-88.199997,IL,60185
10088,user_88,11,Children and Family,101,West New York,40.790001,-74.010002,NJ,7093
10089,user_89,17,Employment,108,Chicago Heights,41.509998,-87.610001,IL,60411
10090,user_90,12,Substance Misuse,102,New York,40.75,-73.989998,NY,10001
10091,user_91,14,Food,107,West Chicago,41.889999,-88.199997,IL,60185
10092,user_92,1,Arts & Culture,104,East Chicago,41.639999,-87.459999,IN,46312
10093,user_93,2,Career & Business,107,West Chicago,41.889999,-88.199997,IL,60185
10094,user_94,6,LGBT,105,New York Mills,46.689999,-95.349998,MN,56567
10095,user_95,2,Career & Business,103,New York Mills,43.099998,-75.290001,NY,13417
10096,user_96,1,Arts & Culture,105,New York Mills,46.689999,-95.349998,MN,56567
10097,user_97,12,Substance Misuse,108,Chicago Heights,41.509998,-87.610001,IL,60411
10098,user_98,8,Book Clubs,105,New York Mills,46.689999,-95.349998,MN,56567
10099,user_99,15,Housing and Homeless,104,East Chicago,41.639999,-87.459999,IN,46312
10100,user_100,19,Senior citizens,102,New York,40.75,-73.989998,NY,10001
10101,user_101,1,Arts & Culture,102,New York,40.75,-73.989998,NY,10001
10102,user_102,6,LGBT,103,New York Mills,43.099998,-75.290001,NY,13417
10103,user_103,18,Legal and Tax assistance,104,East Chicago,41.639999,-87.459999,IN,46312
10104,user_104,16,Utility Assistance,102,New York,40.75,-73.989998,NY,10001
10105,user_105,3,Community & Environment,112,San Francisco,37.779999,-122.419998,CA,94101
10106,user_106,17,Employment,114,Baltimore,39.29,76.61,MD,21201
10107,user_107,7,Health & Wellbeing,104,East Chicago,41.639999,-87.459999,IN,46312
10108,user_108,2,Career & Business,107,West Chicago,41.889999,-88.199997,IL,60185
10109,user_109,1,Arts & Culture,113,Chicago Park,39.16,-120.959999,CA,95712
10110,user_110,1,Arts & Culture,107,West Chicago,41.889999,-88.199997,IL,60185
10111,user_111,5,Education & Learning,103,New York Mills,43.099998,-75.290001,NY,13417
10112,user_112,14,Food,101,West New York,40.790001,-74.010002,NJ,7093
10113,user_113,19,Senior citizens,112,San Francisco,37.779999,-122.419998,CA,94101
10114,user_114,11,Children and Family,112,San Francisco,37.779999,-122.419998,CA,94101
10115,user_115,17,Employment,110,Chicago,41.880001,-87.620003,IL,60290
10116,user_116,13,Veterans and Military,106,North Chicago,42.330002,-87.860001,IL,60064
10117,user_117,16,Utility Assistance,105,New York Mills,46.689999,-95.349998,MN,56567
10118,user_118,11,Children and Family,101,West New York,40.790001,-74.010002,NJ,7093
10119,user_119,2,Career & Business,112,San Francisco,37.779999,-122.419998,CA,94101
10120,user_120,4,Family wellness,110,Chicago,41.880001,-87.620003,IL,60290
10121,user_121,18,Legal and Tax assistance,103,New York Mills,43.099998,-75.290001,NY,13417
10122,user_122,19,Senior citizens,110,Chicago,41.880001,-87.620003,IL,60290
10123,user_123,14,Food,112,San Francisco,37.779999,-122.419998,CA,94101
10124,user_124,13,Veterans and Military,111,South San Francisco,37.650002,-122.43,CA,94080
10125,user_125,19,Senior citizens,101,West New York,40.790001,-74.010002,NJ,7093
10126,user_126,19,Senior citizens,106,North Chicago,42.330002,-87.860001,IL,60064
10127,user_127,20,People with Disabilities,101,West New York,40.790001,-74.010002,NJ,7093
10128,user_128,13,Veterans and Military,115,Gainesville,29.65,82.32,FL,32608
10129,user_129,4,Family wellness,103,New York Mills,43.099998,-75.290001,NY,13417
10130,user_130,4,Family wellness,109,Chicago Ridge,41.700001,-87.779999,IL,60415
10131,user_131,3,Community & Environment,112,San Francisco,37.779999,-122.419998,CA,94101
10132,user_132,12,Substance Misuse,110,Chicago,41.880001,-87.620003,IL,60290
10133,user_133,7,Health & Wellbeing,112,San Francisco,37.779999,-122.419998,CA,94101
10134,user_134,5,Education & Learning,102,New York,40.75,-73.989998,NY,10001
10135,user_135,10,Technical education,112,San Francisco,37.779999,-122.419998,CA,94101
10136,user_136,9,Sports & Recreation,107,West Chicago,41.889999,-88.199997,IL,60185
10137,user_137,16,Utility Assistance,104,East Chicago,41.639999,-87.459999,IN,46312
10138,user_138,5,Education & Learning,111,South San Francisco,37.650002,-122.43,CA,94080
10139,user_139,10,Technical education,106,North Chicago,42.330002,-87.860001,IL,60064
10140,user_140,18,Legal and Tax assistance,105,New York Mills,46.689999,-95.349998,MN,56567
10141,user_141,18,Legal and Tax assistance,105,New York Mills,46.689999,-95.349998,MN,56567
10142,user_142,8,Book Clubs,114,Baltimore,39.29,76.61,MD,21201
10143,user_143,6,LGBT,110,Chicago,41.880001,-87.620003,IL,60290
10144,user_144,9,Sports & Recreation,102,New York,40.75,-73.989998,NY,10001
10145,user_145,8,Book Clubs,115,Gainesville,29.65,82.32,FL,32608
10146,user_146,18,Legal and Tax assistance,102,New York,40.75,-73.989998,NY,10001
10147,user_147,12,Substance Misuse,111,South San Francisco,37.650002,-122.43,CA,94080
10148,user_148,4,Family wellness,107,West Chicago,41.889999,-88.199997,IL,60185
10149,user_149,1,Arts & Culture,115,Gainesville,29.65,82.32,FL,32608
10150,user_150,14,Food,106,North Chicago,42.330002,-87.860001,IL,60064
10151,user_151,17,Employment,114,Baltimore,39.29,76.61,MD,21201
10152,user_152,6,LGBT,106,North Chicago,42.330002,-87.860001,IL,60064
10153,user_153,10,Technical education,107,West Chicago,41.889999,-88.199997,IL,60185
10154,user_154,17,Employment,110,Chicago,41.880001,-87.620003,IL,60290
10155,user_155,10,Technical education,103,New York Mills,43.099998,-75.290001,NY,13417
10156,user_156,15,Housing and Homeless,105,New York Mills,46.689999,-95.349998,MN,56567
10157,user_157,19,Senior citizens,106,North Chicago,42.330002,-87.860001,IL,60064
10158,user_158,3,Community & Environment,114,Baltimore,39.29,76.61,MD,21201
10159,user_159,13,Veterans and Military,111,South San Francisco,37.650002,-122.43,CA,94080
10160,user_160,15,Housing and Homeless,115,Gainesville,29.65,82.32,FL,32608
10161,user_161,12,Substance Misuse,113,Chicago Park,39.16,-120.959999,CA,95712
10162,user_162,19,Senior citizens,103,New York Mills,43.099998,-75.290001,NY,13417
10163,user_163,16,Utility Assistance,104,East Chicago,41.639999,-87.459999,IN,46312
10164,user_164,5,Education & Learning,111,South San Francisco,37.650002,-122.43,CA,94080
10165,user_165,17,Employment,110,Chicago,41.880001,-87.620003,IL,60290
10166,user_166,9,Sports & Recreation,115,Gainesville,29.65,82.32,FL,32608
10167,user_167,16,Utility Assistance,115,Gainesville,29.65,82.32,FL,32608
10168,user_168,1,Arts & Culture,110,Chicago,41.880001,-87.620003,IL,60290
10169,user_169,9,Sports & Recreation,112,San Francisco,37.779999,-122.419998,CA,94101
10170,user_170,15,Housing and Homeless,105,New York Mills,46.689999,-95.349998,MN,56567
10171,user_171,13,Veterans and Military,115,Gainesville,29.65,82.32,FL,32608
10172,user_172,9,Sports & Recreation,109,Chicago Ridge,41.700001,-87.779999,IL,60415
10173,user_173,9,Sports & Recreation,107,West Chicago,41.889999,-88.199997,IL,60185
10174,user_174,20,People with Disabilities,110,Chicago,41.880001,-87.620003,IL,60290
10175,user_175,5,Education & Learning,105,New York Mills,46.689999,-95.349998,MN,56567
10176,user_176,5,Education & Learning,103,New York Mills,43.099998,-75.290001,NY,13417
10177,user_177,1,Arts & Culture,107,West Chicago,41.889999,-88.199997,IL,60185
10178,user_178,17,Employment,103,New York Mills,43.099998,-75.290001,NY,13417
10179,user_179,11,Children and Family,103,New York Mills,43.099998,-75.290001,NY,13417
10180,user_180,11,Children and Family,115,Gainesville,29.65,82.32,FL,32608
10181,user_181,1,Arts & Culture,107,West Chicago,41.889999,-88.199997,IL,60185
10182,user_182,9,Sports & Recreation,101,West New York,40.790001,-74.010002,NJ,7093
10183,user_183,10,Technical education,102,New York,40.75,-73.989998,NY,10001
10184,user_184,2,Career & Business,115,Gainesville,29.65,82.32,FL,32608
10185,user_185,18,Legal and Tax assistance,111,South San Francisco,37.650002,-122.43,CA,94080
10186,user_186,6,LGBT,103,New York Mills,43.099998,-75.290001,NY,13417
10187,user_187,8,Book Clubs,101,West New York,40.790001,-74.010002,NJ,7093
10188,user_188,2,Career & Business,111,South San Francisco,37.650002,-122.43,CA,94080
10189,user_189,2,Career & Business,111,South San Francisco,37.650002,-122.43,CA,94080
10190,user_190,15,Housing and Homeless,109,Chicago Ridge,41.700001,-87.779999,IL,60415
10191,user_191,1,Arts & Culture,109,Chicago Ridge,41.700001,-87.779999,IL,60415
10192,user_192,15,Housing and Homeless,104,East Chicago,41.639999,-87.459999,IN,46312
10193,user_193,9,Sports & Recreation,104,East Chicago,41.639999,-87.459999,IN,46312
10194,user_194,2,Career & Business,115,Gainesville,29.65,82.32,FL,32608
10195,user_195,18,Legal and Tax assistance,109,Chicago Ridge,41.700001,-87.779999,IL,60415
10196,user_196,16,Utility Assistance,114,Baltimore,39.29,76.61,MD,21201
10197,user_197,4,Family wellness,108,Chicago Heights,41.509998,-87.610001,IL,60411
10198,user_198,1,Arts & Culture,102,New York,40.75,-73.989998,NY,10001
10199,user_199,2,Career & Business,113,Chicago Park,39.16,-120.959999,CA,95712
10200,user_200,1,Arts & Culture,110,Chicago,41.880001,-87.620003,IL,60290
10201,user_201,19,Senior citizens,104,East Chicago,41.639999,-87.459999,IN,46312
10202,user_202,3,Community & Environment,105,New York Mills,46.689999,-95.349998,MN,56567
10203,user_203,8,Book Clubs,107,West Chicago,41.889999,-88.199997,IL,60185
10204,user_204,1,Arts & Culture,112,San Francisco,37.779999,-122.419998,CA,94101
10205,user_205,15,Housing and Homeless,110,Chicago,41.880001,-87.620003,IL,60290
10206,user_206,5,Education & Learning,113,Chicago Park,39.16,-120.959999,CA,95712
10207,user_207,11,Children and Family,115,Gainesville,29.65,82.32,FL,32608
10208,user_208,10,Technical education,105,New York Mills,46.689999,-95.349998,MN,56567
10209,user_209,12,Substance Misuse,108,Chicago Heights,41.509998,-87.610001,IL,60411
10210,user_210,2,Career & Business,107,West Chicago,41.889999,-88.199997,IL,60185
10211,user_211,7,Health & Wellbeing,114,Baltimore,39.29,76.61,MD,21201
10212,user_212,15,Housing and Homeless,115,Gainesville,29.65,82.32,FL,32608
10213,user_213,7,Health & Wellbeing,109,Chicago Ridge,41.700001,-87.779999,IL,60415
10214,user_214,7,Health & Wellbeing,115,Gainesville,29.65,82.32,FL,32608
10215,user_215,16,Utility Assistance,112,San Francisco,37.779999,-122.419998,CA,94101
10216,user_216,9,Sports & Recreation,103,New York Mills,43.099998,-75.290001,NY,13417
10217,user_217,13,Veterans and Military,112,San Francisco,37.779999,-122.419998,CA,94101
10218,user_218,15,Housing and Homeless,112,San Francisco,37.779999,-122.419998,CA,94101
10219,user_219,16,Utility Assistance,102,New York,40.75,-73.989998,NY,10001
10220,user_220,17,Employment,112,San Francisco,37.779999,-122.419998,CA,94101
10221,user_221,15,Housing and Homeless,104,East Chicago,41.639999,-87.459999,IN,46312
10222,user_222,8,Book Clubs,108,Chicago Heights,41.509998,-87.610001,IL,60411
10223,user_223,17,Employment,105,New York Mills,46.689999,-95.349998,MN,56567
10224,user_224,7,Health & Wellbeing,107,West Chicago,41.889999,-88.199997,IL,60185
10225,user_225,12,Substance Misuse,102,New York,40.75,-73.989998,NY,10001
10226,user_226,14,Food,107,West Chicago,41.889999,-88.199997,IL,60185
10227,user_227,13,Veterans and Military,102,New York,40.75,-73.989998,NY,10001
10228,user_228,5,Education & Learning,103,New York Mills,43.099998,-75.290001,NY,13417
10229,user_229,6,LGBT,114,Baltimore,39.29,76.61,MD,21201
10230,user_230,18,Legal and Tax assistance,109,Chicago Ridge,41.700001,-87.779999,IL,60415
10231,user_231,15,Housing and Homeless,102,New York,40.75,-73.989998,NY,10001
10232,user_232,2,Career & Business,105,New York Mills,46.689999,-95.349998,MN,56567
10233,user_233,1,Arts & Culture,101,West New York,40.790001,-74.010002,NJ,7093
10234,user_234,3,Community & Environment,103,New York Mills,43.099998,-75.290001,NY,13417
10235,user_235,10,Technical education,110,Chicago,41.880001,-87.620003,IL,60290
10236,user_236,14,Food,106,North Chicago,42.330002,-87.860001,IL,60064
10237,user_237,14,Food,111,South San Francisco,37.650002,-122.43,CA,94080
10238,user_238,3,Community & Environment,112,San Francisco,37.779999,-122.419998,CA,94101
10239,user_239,20,People with Disabilities,115,Gainesville,29.65,82.32,FL,32608
10240,user_240,8,Book Clubs,104,East Chicago,41.639999,-87.459999,IN,46312
10241,user_241,8,Book Clubs,106,North Chicago,42.330002,-87.860001,IL,60064
10242,user_242,14,Food,102,New York,40.75,-73.989998,NY,10001
10243,user_243,1,Arts & Culture,115,Gainesville,29.65,82.32,FL,32608
10244,user_244,3,Community & Environment,110,Chicago,41.880001,-87.620003,IL,60290
10245,user_245,9,Sports & Recreation,110,Chicago,41.880001,-87.620003,IL,60290
10246,user_246,6,LGBT,105,New York Mills,46.689999,-95.349998,MN,56567
10247,user_247,11,Children and Family,109,Chicago Ridge,41.700001,-87.779999,IL,60415
10248,user_248,19,Senior citizens,104,East Chicago,41.639999,-87.459999,IN,46312
10249,user_249,13,Veterans and Military,114,Baltimore,39.29,76.61,MD,21201
10250,user_250,20,People with Disabilities,105,New York Mills,46.689999,-95.349998,MN,56567
10251,user_251,11,Children and Family,110,Chicago,41.880001,-87.620003,IL,60290
10252,user_252,7,Health & Wellbeing,106,North Chicago,42.330002,-87.860001,IL,60064
10253,user_253,18,Legal and Tax assistance,112,San Francisco,37.779999,-122.419998,CA,94101
10254,user_254,13,Veterans and Military,115,Gainesville,29.65,82.32,FL,32608
10255,user_255,14,Food,109,Chicago Ridge,41.700001,-87.779999,IL,60415
10256,user_256,3,Community & Environment,115,Gainesville,29.65,82.32,FL,32608
10257,user_257,17,Employment,106,North Chicago,42.330002,-87.860001,IL,60064
10258,user_258,14,Food,108,Chicago Heights,41.509998,-87.610001,IL,60411
10259,user_259,11,Children and Family,114,Baltimore,39.29,76.61,MD,21201
10260,user_260,3,Community & Environment,113,Chicago Park,39.16,-120.959999,CA,95712
10261,user_261,12,Substance Misuse,109,Chicago Ridge,41.700001,-87.779999,IL,60415
10262,user_262,14,Food,104,East Chicago,41.639999,-87.459999,IN,46312
10263,user_263,16,Utility Assistance,113,Chicago Park,39.16,-120.959999,CA,95712
10264,user_264,6,LGBT,102,New York,40.75,-73.989998,NY,10001
10265,user_265,5,Education & Learning,104,East Chicago,41.639999,-87.459999,IN,46312
10266,user_266,10,Technical education,108,Chicago Heights,41.509998,-87.610001,IL,60411
10267,user_267,7,Health & Wellbeing,112,San Francisco,37.779999,-122.419998,CA,94101
10268,user_268,2,Career & Business,102,New York,40.75,-73.989998,NY,10001
10269,user_269,19,Senior citizens,111,South San Francisco,37.650002,-122.43,CA,94080
10270,user_270,12,Substance Misuse,101,West New York,40.790001,-74.010002,NJ,7093
10271,user_271,19,Senior citizens,107,West Chicago,41.889999,-88.199997,IL,60185
10272,user_272,5,Education & Learning,108,Chicago Heights,41.509998,-87.610001,IL,60411
10273,user_273,14,Food,102,New York,40.75,-73.989998,NY,10001
10274,user_274,11,Children and Family,106,North Chicago,42.330002,-87.860001,IL,60064
10275,user_275,15,Housing and Homeless,104,East Chicago,41.639999,-87.459999,IN,46312
10276,user_276,17,Employment,111,South San Francisco,37.650002,-122.43,CA,94080
10277,user_277,3,Community & Environment,105,New York Mills,46.689999,-95.349998,MN,56567
10278,user_278,6,LGBT,110,Chicago,41.880001,-87.620003,IL,60290
10279,user_279,6,LGBT,108,Chicago Heights,41.509998,-87.610001,IL,60411
10280,user_280,19,Senior citizens,102,New York,40.75,-73.989998,NY,10001
10281,user_281,11,Children and Family,108,Chicago Heights,41.509998,-87.610001,IL,60411
10282,user_282,6,LGBT,114,Baltimore,39.29,76.61,MD,21201
10283,user_283,6,LGBT,111,South San Francisco,37.650002,-122.43,CA,94080
10284,user_284,4,Family wellness,110,Chicago,41.880001,-87.620003,IL,60290
10285,user_285,3,Community & Environment,108,Chicago Heights,41.509998,-87.610001,IL,60411
10286,user_286,4,Family wellness,111,South San Francisco,37.650002,-122.43,CA,94080
10287,user_287,15,Housing and Homeless,108,Chicago Heights,41.509998,-87.610001,IL,60411
10288,user_288,15,Housing and Homeless,109,Chicago Ridge,41.700001,-87.779999,IL,60415
10289,user_289,16,Utility Assistance,107,West Chicago,41.889999,-88.199997,IL,60185
10290,user_290,15,Housing and Homeless,105,New York Mills,46.689999,-95.349998,MN,56567
10291,user_291,12,Substance Misuse,114,Baltimore,39.29,76.61,MD,21201
10292,user_292,1,Arts & Culture,110,Chicago,41.880001,-87.620003,IL,60290
10293,user_293,3,Community & Environment,102,New York,40.75,-73.989998,NY,10001
10294,user_294,18,Legal and Tax assistance,108,Chicago Heights,41.509998,-87.610001,IL,60411
10295,user_295,6,LGBT,108,Chicago Heights,41.509998,-87.610001,IL,60411
10296,user_296,15,Housing and Homeless,112,San Francisco,37.779999,-122.419998,CA,94101
10297,user_297,20,People with Disabilities,114,Baltimore,39.29,76.61,MD,21201
10298,user_298,1,Arts & Culture,107,West Chicago,41.889999,-88.199997,IL,60185
10299,user_299,8,Book Clubs,109,Chicago Ridge,41.700001,-87.779999,IL,60415
10300,user_300,10,Technical education,111,South San Francisco,37.650002,-122.43,CA,94080
10301,user_301,16,Utility Assistance,108,Chicago Heights,41.509998,-87.610001,IL,60411
10302,user_302,17,Employment,101,West New York,40.790001,-74.010002,NJ,7093
10303,user_303,16,Utility Assistance,109,Chicago Ridge,41.700001,-87.779999,IL,60415
10304,user_304,6,LGBT,115,Gainesville,29.65,82.32,FL,32608
10305,user_305,1,Arts & Culture,110,Chicago,41.880001,-87.620003,IL,60290
10306,user_306,20,People with Disabilities,103,New York Mills,43.099998,-75.290001,NY,13417
10307,user_307,3,Community & Environment,108,Chicago Heights,41.509998,-87.610001,IL,60411
10308,user_308,15,Housing and Homeless,110,Chicago,41.880001,-87.620003,IL,60290
10309,user_309,6,LGBT,113,Chicago Park,39.16,-120.959999,CA,95712
10310,user_310,13,Veterans and Military,107,West Chicago,41.889999,-88.199997,IL,60185
10311,user_311,8,Book Clubs,113,Chicago Park,39.16,-120.959999,CA,95712
10312,user_312,12,Substance Misuse,107,West Chicago,41.889999,-88.199997,IL,60185
10313,user_313,11,Children and Family,110,Chicago,41.880001,-87.620003,IL,60290
10314,user_314,18,Legal and Tax assistance,109,Chicago Ridge,41.700001,-87.779999,IL,60415
10315,user_315,12,Substance Misuse,104,East Chicago,41.639999,-87.459999,IN,46312
10316,user_316,12,Substance Misuse,108,Chicago Heights,41.509998,-87.610001,IL,60411
10317,user_317,12,Substance Misuse,104,East Chicago,41.639999,-87.459999,IN,46312
10318,user_318,5,Education & Learning,103,New York Mills,43.099998,-75.290001,NY,13417
10319,user_319,11,Children and Family,110,Chicago,41.880001,-87.620003,IL,60290
10320,user_320,19,Senior citizens,110,Chicago,41.880001,-87.620003,IL,60290
10321,user_321,12,Substance Misuse,115,Gainesville,29.65,82.32,FL,32608
10322,user_322,13,Veterans and Military,111,South San Francisco,37.650002,-122.43,CA,94080
10323,user_323,14,Food,114,Baltimore,39.29,76.61,MD,21201
10324,user_324,7,Health & Wellbeing,115,Gainesville,29.65,82.32,FL,32608
10325,user_325,14,Food,101,West New York,40.790001,-74.010002,NJ,7093
10326,user_326,4,Family wellness,104,East Chicago,41.639999,-87.459999,IN,46312
10327,user_327,2,Career & Business,108,Chicago Heights,41.509998,-87.610001,IL,60411
10328,user_328,12,Substance Misuse,113,Chicago Park,39.16,-120.959999,CA,95712
10329,user_329,12,Substance Misuse,107,West Chicago,41.889999,-88.199997,IL,60185
10330,user_330,5,Education & Learning,113,Chicago Park,39.16,-120.959999,CA,95712
10331,user_331,8,Book Clubs,103,New York Mills,43.099998,-75.290001,NY,13417
10332,user_332,13,Veterans and Military,107,West Chicago,41.889999,-88.199997,IL,60185
10333,user_333,15,Housing and Homeless,102,New York,40.75,-73.989998,NY,10001
10334,user_334,3,Community & Environment,114,Baltimore,39.29,76.61,MD,21201
10335,user_335,19,Senior citizens,104,East Chicago,41.639999,-87.459999,IN,46312
10336,user_336,3,Community & Environment,106,North Chicago,42.330002,-87.860001,IL,60064
10337,user_337,14,Food,115,Gainesville,29.65,82.32,FL,32608
10338,user_338,17,Employment,112,San Francisco,37.779999,-122.419998,CA,94101
10339,user_339,6,LGBT,101,West New York,40.790001,-74.010002,NJ,7093
10340,user_340,4,Family wellness,101,West New York,40.790001,-74.010002,NJ,7093
10341,user_341,15,Housing and Homeless,109,Chicago Ridge,41.700001,-87.779999,IL,60415
